,p,var,lower_bound_p,lower_p_safety_margin_0.05,lower_p_safety_margin_0.1,lower_p_safety_margin_0.2,official_odds,return,lower_bound_return,return_safety_margin_0.05,return_safety_margin_0.1,return_safety_margin_0.2
Winning Margin: 11+ votes,0.01345,1.33E-07,0.012721465,-0.03655,-0.08655,-0.18655,251,2.37595,2.193087602,-10.17405,-22.72405,-47.82405
Elite Player Handicap: Patrick Cripps (+0.5),0.004964917,4.94E-08,0.004520382,-0.045035083,-0.095035083,-0.195035083,5,-0.975175417,-0.977398088,-1.225175417,-1.475175417,-1.975175417
Elite Player Handicap: Nick Daicos (+1.5),0.058319,5.49E-07,0.056836868,0.008319,-0.041681,-0.141681,3.75,-0.78130375,-0.786861746,-0.96880375,-1.15630375,-1.53130375
Elite Player Handicap: Lachie Neale (+2.5),0.0134935,1.33E-07,0.012763803,-0.0365065,-0.0865065,-0.1865065,12,-0.838078,-0.846834358,-1.438078,-2.038078,-3.238078
Elite Player Handicap: Isaac Heeney (+3.5),0.005624167,5.59E-08,0.005151196,-0.044375833,-0.094375833,-0.194375833,18,-0.898765,-0.907278475,-1.798765,-2.698765,-4.498765
Elite Player Handicap: Marcus Bontempelli (+4.5),0.123834833,1.08E-06,0.121751569,0.073834833,0.023834833,-0.076165167,11,0.362183167,0.339267258,-0.187816833,-0.737816833,-1.837816833
Elite Player Handicap: Zachary Merrett (+5.5),0.015548417,1.53E-07,0.014765942,-0.034451583,-0.084451583,-0.184451583,18,-0.7201285,-0.734213043,-1.6201285,-2.5201285,-4.3201285
Elite Player Handicap: Caleb Serong (+6.5),0.028989,2.81E-07,0.027927894,-0.021011,-0.071011,-0.171011,18,-0.478198,-0.497297904,-1.378198,-2.278198,-4.078198
Elite Player Handicap: Errol Gulden (+7.5),0.005827583,5.79E-08,0.005346184,-0.044172417,-0.094172417,-0.194172417,15,-0.91258625,-0.919807234,-1.66258625,-2.41258625,-3.91258625
Elite Player Handicap: Tom Green (+8.5),0.03051325,2.96E-07,0.02942546,-0.01948675,-0.06948675,-0.16948675,11,-0.66435425,-0.676319943,-1.21435425,-1.76435425,-2.86435425
Elite Player Handicap: Zak Butters (+9.5),0.190240917,1.54E-06,0.187758585,0.140240917,0.090240917,-0.009759083,18,2.4243365,2.379654523,1.5243365,0.6243365,-1.1756635
Elite Player Handicap: Noah Anderson (+10.5),0.0568375,5.36E-07,0.055373164,0.0068375,-0.0431625,-0.1431625,15,-0.1474375,-0.16940254,-0.8974375,-1.6474375,-3.1474375
Elite Player Handicap: Chad Warner (+11.5),0.017549167,1.72E-07,0.016718716,-0.032450833,-0.082450833,-0.182450833,15,-0.7367625,-0.749219255,-1.4867625,-2.2367625,-3.7367625
Elite Player Handicap: Adam Treloar (+12.5),0.270689083,1.97E-06,0.267878984,0.220689083,0.170689083,0.070689083,11,1.977579917,1.94666882,1.427579917,0.877579917,-0.222420083
Elite Player Handicap: Jason H-Francis (+13.5),0.00450525,4.48E-08,0.004081696,-0.04549475,-0.09549475,-0.19549475,12,-0.945937,-0.95101965,-1.545937,-2.145937,-3.345937
Elite Player Handicap: Matt Rowell (+14.5),0.168963417,1.40E-06,0.166593482,0.118963417,0.068963417,-0.031036583,13,1.196524417,1.165715264,0.546524417,-0.103475583,-1.403475583
To poll 10 or more votes: Jesse Hogan,0.61192,2.37E-06,0.608837962,0.56192,0.51192,0.41192,1.08,-0.3391264,-0.342455001,-0.3931264,-0.4471264,-0.5551264
To poll 10 or more votes: Connor Rozee,0.35832,2.30E-06,0.355287333,0.30832,0.25832,0.15832,1.11,-0.6022648,-0.605631061,-0.6577648,-0.7132648,-0.8242648
To poll 10 or more votes: Hayden Young,0.40868,2.42E-06,0.405570912,0.35868,0.30868,0.20868,1.13,-0.5381916,-0.541704869,-0.5946916,-0.6511916,-0.7641916
To poll 10 or more votes: Oliver Wines,0.46096,2.48E-06,0.457807376,0.41096,0.36096,0.26096,1.13,-0.4791152,-0.482677665,-0.5356152,-0.5921152,-0.7051152
To poll 10 or more votes: Luke D-Uniacke,0.58528,2.43E-06,0.582164058,0.53528,0.48528,0.38528,1.14,-0.3327808,-0.336332974,-0.3897808,-0.4467808,-0.5607808
To poll 10 or more votes: Harry Sheezel,0.87224,1.11E-06,0.870128722,0.82224,0.77224,0.67224,1.16,0.0117984,0.009349317,-0.0462016,-0.1042016,-0.2202016
To poll 10 or more votes: Nicholas Martin,0.60941,2.38E-06,0.606324359,0.55941,0.50941,0.40941,1.25,-0.2382375,-0.242094551,-0.3007375,-0.3632375,-0.4882375
To poll 10 or more votes: Christian Petracca,0.26877,1.97E-06,0.265966198,0.21877,0.16877,0.06877,1.3,-0.650599,-0.654243943,-0.715599,-0.780599,-0.910599
To poll 10 or more votes: Lachie Whitfield,0.8269,1.43E-06,0.824507208,0.7769,0.7269,0.6269,1.32,0.091508,0.088349514,0.025508,-0.040492,-0.172492
To poll 10 or more votes: Jack Steele,0.76767,1.78E-06,0.764999024,0.71767,0.66767,0.56767,1.34,0.0286778,0.025098693,-0.0383222,-0.1053222,-0.2393222
To poll 10 or more votes: Max Holmes,0.21737,1.70E-06,0.214761397,0.16737,0.11737,0.01737,1.34,-0.7087242,-0.712219728,-0.7757242,-0.8427242,-0.9767242
To poll 10 or more votes: Jack Sinclair,0.69624,2.11E-06,0.693331462,0.64624,0.59624,0.49624,1.38,-0.0391888,-0.043202583,-0.1081888,-0.1771888,-0.3151888
To poll 10 or more votes: Sam Flanders,0.75852,1.83E-06,0.755813213,0.70852,0.65852,0.55852,1.38,0.0467576,0.043022234,-0.0222424,-0.0912424,-0.2292424
To poll 10 or more votes: Dayne Zorko,0.65278,2.27E-06,0.649768965,0.60278,0.55278,0.45278,1.41,-0.0795802,-0.083825759,-0.1500802,-0.2205802,-0.3615802
To poll 10 or more votes: Thomas Stewart,0.37869,2.35E-06,0.375622207,0.32869,0.27869,0.17869,1.57,-0.4054567,-0.410273135,-0.4839567,-0.5624567,-0.7194567
To poll 10 or more votes: Josh Dunkley,0.70357,2.09E-06,0.700681684,0.65357,0.60357,0.50357,1.59,0.1186763,0.114083877,0.0391763,-0.0403237,-0.1993237
To poll 10 or more votes: Dylan Moore,0.52405,2.49E-06,0.520891383,0.47405,0.42405,0.32405,1.6,-0.16152,-0.166573788,-0.24152,-0.32152,-0.48152
To poll 10 or more votes: James Worpel,0.10025,9.02E-07,0.098350527,0.05025,0.00025,-0.09975,1.66,-0.833585,-0.836738125,-0.916585,-0.999585,-1.165585
To poll 10 or more votes: Patrick Dangerfield,0.00084,8.39E-09,0.000656774,-0.04916,-0.09916,-0.19916,1.8,-0.998488,-0.998817807,-1.088488,-1.178488,-1.358488
To poll 10 or more votes: Ed Richards,0.14094,1.21E-06,0.13873931,0.09094,0.04094,-0.05906,1.84,-0.7406704,-0.74471967,-0.8326704,-0.9246704,-1.1086704
To poll 10 or more votes: Elliot Yeo,0.16283,1.36E-06,0.160494908,0.11283,0.06283,-0.03717,1.9,-0.690623,-0.695059675,-0.785623,-0.880623,-1.070623
To poll 10 or more votes: Izak Rankine,0.13839,1.19E-06,0.136206075,0.08839,0.03839,-0.06161,1.9,-0.737059,-0.741208457,-0.832059,-0.927059,-1.117059
To poll 10 or more votes: Nick Blakey,0.34097,2.25E-06,0.337971938,0.29097,0.24097,0.14097,1.97,-0.3282891,-0.334195283,-0.4267891,-0.5252891,-0.7222891
To poll 10 or more votes: Jye Caldwell,0.25972,1.92E-06,0.256946803,0.20972,0.15972,0.05972,2.75,-0.28577,-0.293396291,-0.42327,-0.56077,-0.83577
To poll 10 or more votes: Toby Greene,0.10645,9.51E-07,0.104499427,0.05645,0.00645,-0.09355,2.95,-0.6859725,-0.691726691,-0.8334725,-0.9809725,-1.2759725
To poll 10 or more votes: Will Day,0.08634,7.89E-07,0.084563651,0.03634,-0.01366,-0.11366,2.95,-0.745297,-0.75053723,-0.892797,-1.040297,-1.335297
To poll 10 or more votes: Charlie Curnow,0.29081,2.06E-06,0.287937791,0.24081,0.19081,0.09081,3.3,-0.040327,-0.049805288,-0.205327,-0.370327,-0.700327
To poll 10 or more votes: Rory Laird,0.58206,2.43E-06,0.578940602,0.53206,0.48206,0.38206,3.5,1.03721,1.026292106,0.86221,0.68721,0.33721
To poll 10 or more votes: Brodie Grundy,0.65524,2.26E-06,0.652234002,0.60524,0.55524,0.45524,4.5,1.94858,1.935053011,1.72358,1.49858,1.04858
To poll 10 or more votes: Joe Daniher,0.09027,8.21E-07,0.088457584,0.04027,-0.00973,-0.10973,5,-0.54865,-0.557712082,-0.79865,-1.04865,-1.54865
To poll 10 or more votes: James Sicily,0.21083,1.66E-06,0.208250227,0.16083,0.11083,0.01083,5.6,0.180648,0.166201272,-0.099352,-0.379352,-0.939352
To poll 10 or more votes: Thomas Liberatore,0.02583,2.52E-07,0.024826749,-0.02417,-0.07417,-0.17417,6.25,-0.8385625,-0.844832818,-1.1510625,-1.4635625,-2.0885625
To poll 10 or more votes: Joshua Kelly,0.03557,3.43E-07,0.034398594,-0.01443,-0.06443,-0.16443,7,-0.75101,-0.759209839,-1.10101,-1.45101,-2.15101
To poll 10 or more votes: Luke Ryan,0.73083,1.97E-06,0.72802488,0.68083,0.63083,0.53083,7,4.11581,4.096174157,3.76581,3.41581,2.71581
To poll 10 or more votes: Willem Drew,0.04484,4.28E-07,0.043531117,-0.00516,-0.05516,-0.15516,7,-0.68612,-0.695282182,-1.03612,-1.38612,-2.08612
To poll 10 or more votes: Bailey Dale,0.23713,1.81E-06,0.234440023,0.18713,0.13713,0.03713,8,0.89704,0.875520187,0.49704,0.09704,-0.70296
To poll 10 or more votes: Jack Viney,0.09751,8.80E-07,0.095633815,0.04751,-0.00249,-0.10249,8,-0.21992,-0.234929484,-0.61992,-1.01992,-1.81992
To poll 10 or more votes: Jake Waterman,0.06093,5.72E-07,0.059417155,0.01093,-0.03907,-0.13907,8,-0.51256,-0.524662764,-0.91256,-1.31256,-2.11256
To poll 10 or more votes: Nasiah W-Milera,0.10511,9.41E-07,0.10317029,0.05511,0.00511,-0.09489,8,-0.15912,-0.174637681,-0.55912,-0.95912,-1.75912
To poll 10 or more votes: George Hewett,0.2209,1.72E-06,0.218276238,0.1709,0.1209,0.0209,8.25,0.822425,0.800778963,0.409925,-0.002575,-0.827575
To poll 10 or more votes: Dan Houston,0.38244,2.36E-06,0.379366373,0.33244,0.28244,0.18244,10.5,3.01562,2.983346912,2.49062,1.96562,0.91562
To poll 10 or more votes: Jordan Clark,0.49794,2.50E-06,0.494777749,0.44794,0.39794,0.29794,10.5,4.22837,4.195166366,3.70337,3.17837,2.12837
To poll 10 or more votes: Jack Crisp,0.02484,2.42E-07,0.023855663,-0.02516,-0.07516,-0.17516,12,-0.70192,-0.713732042,-1.30192,-1.90192,-3.10192
To poll 10 or more votes: Josh Daicos,0.11702,1.03E-06,0.114987009,0.06702,0.01702,-0.08298,12,0.40424,0.379844107,-0.19576,-0.79576,-1.99576
To poll 10 or more votes: Tristan Xerri,0.89016,9.78E-07,0.888182373,0.84016,0.79016,0.69016,12,9.68192,9.658188481,9.08192,8.48192,7.28192
To poll 10 or more votes: Harry McKay,0.05281,5.00E-07,0.051395488,0.00281,-0.04719,-0.14719,12.5,-0.339875,-0.3575564,-0.964875,-1.589875,-2.839875
To poll 10 or more votes: Touk Miller,0.23208,1.78E-06,0.229410027,0.18208,0.13208,0.03208,13,2.01704,1.982330353,1.36704,0.71704,-0.58296
To poll 10 or more votes: Tom De Koning,0.13925,1.20E-06,0.137060393,0.08925,0.03925,-0.06075,14,0.9495,0.918845506,0.2495,-0.4505,-1.8505
To poll 10 or more votes: Ben Keays,0.05441,5.14E-07,0.052975433,0.00441,-0.04559,-0.14559,15,-0.18385,-0.205368503,-0.93385,-1.68385,-3.18385
To poll 10 or more votes: Kieren Briggs,0.25389,1.89E-06,0.25113733,0.20389,0.15389,0.05389,15,2.80835,2.767059943,2.05835,1.30835,-0.19165
To poll 10 or more votes: Tim Kelly,0.07315,6.78E-07,0.071503196,0.02315,-0.02685,-0.12685,15,0.09725,0.072547941,-0.65275,-1.40275,-2.90275
To poll 10 or more votes: Luke Jackson,0.08306,7.62E-07,0.081314594,0.03306,-0.01694,-0.11694,19,0.57814,0.54497729,-0.37186,-1.32186,-3.22186
To poll 15 or more votes: Jeremy Cameron,0.08132,7.47E-07,0.079591335,0.03132,-0.01868,-0.11868,1.14,-0.9072952,-0.909265878,-0.9642952,-1.0212952,-1.1352952
To poll 15 or more votes: Andrew Brayshaw,0.33975,2.24E-06,0.336754537,0.28975,0.23975,0.13975,1.19,-0.5956975,-0.599262101,-0.6551975,-0.7146975,-0.8336975
To poll 15 or more votes: Sam Walsh,0.153,1.30E-06,0.150723239,0.103,0.053,-0.047,1.34,-0.79498,-0.79803086,-0.86198,-0.92898,-1.06298
To poll 15 or more votes: Jordan Dawson,0.24086,1.83E-06,0.238155585,0.19086,0.14086,0.04086,1.65,-0.602581,-0.607043284,-0.685081,-0.767581,-0.932581
To poll 15 or more votes: Max Gawn,0.68255,2.17E-06,0.67960602,0.63255,0.58255,0.48255,1.69,0.1535095,0.148534173,0.0690095,-0.0154905,-0.1844905
To poll 15 or more votes: Rowan Marshall,0.68018,2.18E-06,0.677230185,0.63018,0.58018,0.48018,1.75,0.190315,0.185152824,0.102815,0.015315,-0.159685
To poll 15 or more votes: Hugh McCluggage,0.06383,5.98E-07,0.062283963,0.01383,-0.03617,-0.13617,1.78,-0.8863826,-0.889134545,-0.9753826,-1.0643826,-1.2423826
To poll 15 or more votes: Connor Rozee,0.0376,3.62E-07,0.0363969,-0.0124,-0.0624,-0.1624,2.25,-0.9154,-0.918106975,-1.0279,-1.1404,-1.3654
To poll 15 or more votes: Oliver Wines,0.08197,7.53E-07,0.080235054,0.03197,-0.01803,-0.11803,2.35,-0.8073705,-0.811447623,-0.9248705,-1.0423705,-1.2773705
To poll 15 or more votes: Nicholas Martin,0.1416,1.22E-06,0.139395011,0.0916,0.0416,-0.0584,2.45,-0.65308,-0.658482224,-0.77558,-0.89808,-1.14308
To poll 15 or more votes: Lachie Whitfield,0.39653,2.39E-06,0.393436174,0.34653,0.29653,0.19653,2.95,0.1697635,0.160636714,0.0222635,-0.1252365,-0.4202365
To poll 15 or more votes: Harry Sheezel,0.47608,2.49E-06,0.472921343,0.42608,0.37608,0.27608,3,0.42824,0.418764029,0.27824,0.12824,-0.17176
To poll 15 or more votes: Hayden Young,0.06109,5.74E-07,0.059575299,0.01109,-0.03891,-0.13891,3,-0.81673,-0.821274104,-0.96673,-1.11673,-1.41673
To poll 15 or more votes: Luke D-Uniacke,0.14368,1.23E-06,0.141461568,0.09368,0.04368,-0.05632,3,-0.56896,-0.575615297,-0.71896,-0.86896,-1.16896
To poll 15 or more votes: Max Holmes,0.01815,1.78E-07,0.017305711,-0.03185,-0.08185,-0.18185,3.05,-0.9446425,-0.94721758,-1.0971425,-1.2496425,-1.5546425
To poll 15 or more votes: Sam Flanders,0.31429,2.16E-06,0.311353936,0.26429,0.21429,0.11429,3.05,-0.0414155,-0.050370495,-0.1939155,-0.3464155,-0.6514155
To poll 15 or more votes: Jack Steele,0.30818,2.13E-06,0.305259691,0.25818,0.20818,0.10818,3.5,0.07863,0.068408919,-0.09637,-0.27137,-0.62137
To poll 15 or more votes: Jack Sinclair,0.23319,1.79E-06,0.230515585,0.18319,0.13319,0.03319,3.75,-0.1255375,-0.135566557,-0.3130375,-0.5005375,-0.8755375
To poll 15 or more votes: Jesse Hogan,0.13442,1.16E-06,0.132262675,0.08442,0.03442,-0.06558,4.4,-0.408552,-0.418044229,-0.628552,-0.848552,-1.288552
To poll 15 or more votes: Dayne Zorko,0.18686,1.52E-06,0.184394694,0.13686,0.08686,-0.01314,7,0.30802,0.290762858,-0.04198,-0.39198,-1.09198
To poll 15 or more votes: Josh Dunkley,0.23111,1.78E-06,0.22844393,0.18111,0.13111,0.03111,7,0.61777,0.599107513,0.26777,-0.08223,-0.78223
To poll 15 or more votes: Thomas Stewart,0.04756,4.53E-07,0.046213924,-0.00244,-0.05244,-0.15244,10,-0.5244,-0.537860765,-1.0244,-1.5244,-2.5244
To poll 15 or more votes: Brodie Grundy,0.19279,1.56E-06,0.190295029,0.14279,0.09279,-0.00721,26,4.01254,3.947670752,2.71254,1.41254,-1.18746
To poll 20 or more votes: Noah Anderson,0.09613,8.69E-07,0.094265714,0.04613,-0.00387,-0.10387,1.06,-0.8981022,-0.900078343,-0.9511022,-1.0041022,-1.1101022
To poll 20 or more votes: Chad Warner,0.01787,1.76E-07,0.01703213,-0.03213,-0.08213,-0.18213,1.09,-0.9805217,-0.981434979,-1.0350217,-1.0895217,-1.1985217
To poll 20 or more votes: Tom Green,0.1259,1.10E-06,0.123801913,0.0759,0.0259,-0.0741,1.13,-0.857733,-0.860103838,-0.914233,-0.970733,-1.083733
To poll 20 or more votes: Jason H-Francis,0.00067,6.70E-09,0.000506348,-0.04933,-0.09933,-0.19933,1.2,-0.999196,-0.999392383,-1.059196,-1.119196,-1.239196
To poll 20 or more votes: Zak Butters,0.35625,2.29E-06,0.353221232,0.30625,0.25625,0.15625,1.2,-0.5725,-0.576134522,-0.6325,-0.6925,-0.8125
To poll 20 or more votes: Jai Newcombe,0.00407,4.05E-08,0.003667337,-0.04593,-0.09593,-0.19593,1.58,-0.9935694,-0.994205607,-1.0725694,-1.1515694,-1.3095694
To poll 20 or more votes: Matt Rowell,0.05522,5.22E-07,0.053775414,0.00522,-0.04478,-0.14478,2.65,-0.853667,-0.857495154,-0.986167,-1.118667,-1.383667
To poll 20 or more votes: Andrew Brayshaw,0.04981,4.73E-07,0.048434079,-0.00019,-0.05019,-0.15019,4.8,-0.760912,-0.767516421,-1.000912,-1.240912,-1.720912
To poll 20 or more votes: Jeremy Cameron,0.00132,1.32E-08,0.001090369,-0.04868,-0.09868,-0.19868,5.3,-0.993004,-0.994221043,-1.258004,-1.523004,-2.053004
To poll 20 or more votes: Rowan Marshall,0.27335,1.99E-06,0.270531278,0.22335,0.17335,0.07335,6,0.6401,0.623187671,0.3401,0.0401,-0.5599
To poll 20 or more votes: Sam Walsh,0.00978,9.68E-08,0.009157606,-0.04022,-0.09022,-0.19022,6,-0.94132,-0.945054363,-1.24132,-1.54132,-2.14132
To poll 20 or more votes: Max Gawn,0.25897,1.92E-06,0.256199408,0.20897,0.15897,0.05897,6.25,0.6185625,0.601246298,0.3060625,-0.0064375,-0.6314375
To poll 20 or more votes: Hugh McCluggage,0.00313,3.12E-08,0.002776718,-0.04687,-0.09687,-0.19687,8,-0.97496,-0.977786255,-1.37496,-1.77496,-2.57496
To poll 20 or more votes: Jordan Dawson,0.02833,2.75E-07,0.027280669,-0.02167,-0.07167,-0.17167,8.25,-0.7662775,-0.774934484,-1.1787775,-1.5912775,-2.4162775
To poll 20 or more votes: Lachie Whitfield,0.08151,7.49E-07,0.079779496,0.03151,-0.01849,-0.11849,10,-0.1849,-0.202205042,-0.6849,-1.1849,-2.1849
To poll 25 or more votes: Nick Daicos,0.31727,2.17E-06,0.314326466,0.26727,0.21727,0.11727,1.01,-0.6795573,-0.682530269,-0.7300573,-0.7805573,-0.8815573
To poll 25 or more votes: Patrick Cripps,0.09523,8.62E-07,0.093373538,0.04523,-0.00477,-0.10477,1.01,-0.9038177,-0.905692726,-0.9543177,-1.0048177,-1.1058177
To poll 25 or more votes: Lachie Neale,0.09469,8.57E-07,0.092838257,0.04469,-0.00531,-0.10531,1.05,-0.9005755,-0.90251983,-0.9530755,-1.0055755,-1.1105755
To poll 25 or more votes: Isaac Heeney,0.02777,2.70E-07,0.026730792,-0.02223,-0.07223,-0.17223,1.44,-0.9600112,-0.961507659,-1.0320112,-1.1040112,-1.2480112
To poll 25 or more votes: Marcus Bontempelli,0.24432,1.85E-06,0.241602444,0.19432,0.14432,0.04432,1.44,-0.6481792,-0.65209248,-0.7201792,-0.7921792,-0.9361792
To poll 25 or more votes: Zachary Merrett,0.02721,2.65E-07,0.026181027,-0.02279,-0.07279,-0.17279,1.61,-0.9561919,-0.957848546,-1.0366919,-1.1171919,-1.2781919
To poll 25 or more votes: Caleb Serong,0.03501,3.38E-07,0.033847515,-0.01499,-0.06499,-0.16499,1.67,-0.9415333,-0.94347465,-1.0250333,-1.1085333,-1.2755333
To poll 25 or more votes: Errol Gulden,0.00263,2.62E-08,0.002306081,-0.04737,-0.09737,-0.19737,2,-0.99474,-0.995387837,-1.09474,-1.19474,-1.39474
To poll 25 or more votes: Adam Treloar,0.03271,3.16E-07,0.03158501,-0.01729,-0.06729,-0.16729,2.15,-0.9296735,-0.932092228,-1.0371735,-1.1446735,-1.3596735
To poll 25 or more votes: Tom Green,0.01227,1.21E-07,0.01157374,-0.03773,-0.08773,-0.18773,2.5,-0.969325,-0.97106565,-1.094325,-1.219325,-1.469325
To poll 25 or more votes: Chad Warner,0.00046,4.60E-09,0.000324385,-0.04954,-0.09954,-0.19954,2.75,-0.998735,-0.999107942,-1.136235,-1.273735,-1.548735
To poll 25 or more votes: Noah Anderson,0.00412,4.10E-08,0.003714881,-0.04588,-0.09588,-0.19588,2.85,-0.988258,-0.989412588,-1.130758,-1.273258,-1.558258
To poll 25 or more votes: Zak Butters,0.08335,7.64E-07,0.081601826,0.03335,-0.01665,-0.11665,3.35,-0.7207775,-0.726633882,-0.8882775,-1.0557775,-1.3907775
To poll 25 or more votes: Jason H-Francis,1.00E-05,1.00E-10,-1.00E-05,-0.04999,-0.09999,-0.19999,3.7,-0.999963,-1.000037,-1.184963,-1.369963,-1.739963
To poll 25 or more votes: Jai Newcombe,5.00E-05,5.00E-10,5.28E-06,-0.04995,-0.09995,-0.19995,9.75,-0.9995125,-0.999948522,-1.4870125,-1.9745125,-2.9495125
To poll 25 or more votes: Matt Rowell,0.00241,2.40E-08,0.002099891,-0.04759,-0.09759,-0.19759,26,-0.93734,-0.945402838,-2.23734,-3.53734,-6.13734
To poll 25 or more votes: Andrew Brayshaw,0.00218,2.18E-08,0.001885026,-0.04782,-0.09782,-0.19782,34,-0.92588,-0.93590913,-2.62588,-4.32588,-7.72588
To poll 30 or more votes: Nick Daicos,0.06855,6.39E-07,0.066951865,0.01855,-0.03145,-0.13145,1.2,-0.91774,-0.919657762,-0.97774,-1.03774,-1.15774
To poll 30 or more votes: Patrick Cripps,0.00902,8.94E-08,0.008422049,-0.04098,-0.09098,-0.19098,1.2,-0.989176,-0.989893541,-1.049176,-1.109176,-1.229176
To poll 30 or more votes: Lachie Neale,0.00771,7.65E-08,0.007156807,-0.04229,-0.09229,-0.19229,2.25,-0.9826525,-0.983897184,-1.0951525,-1.2076525,-1.4326525
To poll 30 or more votes: Marcus Bontempelli,0.0475,4.52E-07,0.046154731,-0.0025,-0.0525,-0.1525,4.7,-0.77675,-0.783072767,-1.01175,-1.24675,-1.71675
To poll 30 or more votes: Isaac Heeney,0.00159,1.59E-08,0.00133801,-0.04841,-0.09841,-0.19841,4.8,-0.992368,-0.993577551,-1.232368,-1.472368,-1.952368
To poll 30 or more votes: Zachary Merrett,0.0016,1.60E-08,0.00134722,-0.0484,-0.0984,-0.1984,7.25,-0.9884,-0.990232653,-1.3509,-1.7134,-2.4384
To poll 30 or more votes: Caleb Serong,0.00221,2.21E-08,0.001913007,-0.04779,-0.09779,-0.19779,8,-0.98232,-0.984695941,-1.38232,-1.78232,-2.58232
To poll 30 or more votes: Errol Gulden,2.00E-05,2.00E-10,-8.28E-06,-0.04998,-0.09998,-0.19998,12,-0.99976,-1.000099408,-1.59976,-2.19976,-3.39976
To poll 30 or more votes: Tom Green,0.00049,4.90E-09,0.000350034,-0.04951,-0.09951,-0.19951,13,-0.99363,-0.995449554,-1.64363,-2.29363,-3.59363
To poll 30 or more votes: Adam Treloar,0.00165,1.65E-08,0.001393307,-0.04835,-0.09835,-0.19835,18,-0.9703,-0.974920467,-1.8703,-2.7703,-4.5703
To poll 30 or more votes: Chad Warner,0,0,0,-0.05,-0.1,-0.2,23,-1,-1,-2.15,-3.3,-5.6
To poll 30 or more votes: Zak Butters,0.0086,8.53E-08,0.008016012,-0.0414,-0.0914,-0.1914,23,-0.8022,-0.815631716,-1.9522,-3.1022,-5.4022
To poll 30 or more votes: Jason H-Francis,0,0,0,-0.05,-0.1,-0.2,46,-1,-1,-3.3,-5.6,-10.2
To poll 30 or more votes: Noah Anderson,2.00E-05,2.00E-10,-8.28E-06,-0.04998,-0.09998,-0.19998,46,-0.99908,-1.000381063,-3.29908,-5.59908,-10.19908
To Poll a Vote: Blake Hardwick,0.8269,1.43E-06,0.824507208,0.7769,0.7269,0.6269,1.03,-0.148293,-0.150757576,-0.199793,-0.251293,-0.354293
To Poll a Vote: Jarrod Witts,0.98306,1.67E-07,0.982243837,0.93306,0.88306,0.78306,1.05,0.032213,0.031356029,-0.020287,-0.072787,-0.177787
To Poll a Vote: Kyle Langford,0.9332,6.23E-07,0.931620915,0.8832,0.8332,0.7332,1.05,-0.02014,-0.02179804,-0.07264,-0.12514,-0.23014
To Poll a Vote: Nick Vlastuin,0.947,5.02E-07,0.945583088,0.897,0.847,0.747,1.05,-0.00565,-0.007137758,-0.05815,-0.11065,-0.21565
To Poll a Vote: Darcy Wilson,0.51602,2.50E-06,0.512859346,0.46602,0.41602,0.31602,1.06,-0.4530188,-0.456369093,-0.5060188,-0.5590188,-0.6650188
To Poll a Vote: Karl Amon,0.93647,5.95E-07,0.934927354,0.88647,0.83647,0.73647,1.06,-0.0073418,-0.008977005,-0.0603418,-0.1133418,-0.2193418
To Poll a Vote: Peter Wright,0.71164,2.05E-06,0.70877498,0.66164,0.61164,0.51164,1.06,-0.2456616,-0.248698521,-0.2986616,-0.3516616,-0.4576616
To Poll a Vote: Tyson Stengle,0.52503,2.49E-06,0.521871687,0.47503,0.42503,0.32503,1.08,-0.4329676,-0.436378578,-0.4869676,-0.5409676,-0.6489676
To Poll a Vote: Mac Andrew,0.59434,2.41E-06,0.591234521,0.54434,0.49434,0.39434,1.09,-0.3521694,-0.355554372,-0.4066694,-0.4611694,-0.5701694
To Poll a Vote: Darcy Cameron,0.9969,3.09E-08,0.99654841,0.9469,0.8969,0.7969,1.1,0.09659,0.096203251,0.04159,-0.01341,-0.12341
To Poll a Vote: Todd Marshall,0.76364,1.80E-06,0.760953039,0.71364,0.66364,0.56364,1.1,-0.159996,-0.162951657,-0.214996,-0.269996,-0.379996
To Poll a Vote: Jack Gunston,0.69563,2.12E-06,0.692719819,0.64563,0.59563,0.49563,1.12,-0.2208944,-0.224153803,-0.2768944,-0.3328944,-0.4448944
To Poll a Vote: Noah Balta,0.5929,2.41E-06,0.589792785,0.5429,0.4929,0.3929,1.12,-0.335952,-0.339432081,-0.391952,-0.447952,-0.559952
To Poll a Vote: Elijah Hollands,0.67472,2.19E-06,0.671757076,0.62472,0.57472,0.47472,1.13,-0.2375664,-0.240914504,-0.2940664,-0.3505664,-0.4635664
To Poll a Vote: George Wardlaw,0.60181,2.40E-06,0.598713972,0.55181,0.50181,0.40181,1.13,-0.3199547,-0.323453212,-0.3764547,-0.4329547,-0.5459547
To Poll a Vote: James Peatling,0.79356,1.64E-06,0.791000137,0.74356,0.69356,0.59356,1.13,-0.1032772,-0.106169846,-0.1597772,-0.2162772,-0.3292772
To Poll a Vote: Caleb Windsor,0.61724,2.36E-06,0.614165884,0.56724,0.51724,0.41724,1.15,-0.290174,-0.293709234,-0.347674,-0.405174,-0.520174
To Poll a Vote: Nathan Fyfe,0.76354,1.81E-06,0.760852647,0.71354,0.66354,0.56354,1.15,-0.121929,-0.125019456,-0.179429,-0.236929,-0.351929
To Poll a Vote: Cooper Sharman,0.58126,2.43E-06,0.578139764,0.53126,0.48126,0.38126,1.16,-0.3257384,-0.329357874,-0.3837384,-0.4417384,-0.5577384
